Playlist Name,Song,Artist,Full Artist,Album
Yoo,Besharmi Ki Height,Benny Dayal,"Benny Dayal, Shalmali Kholgade",Main Tera Hero
Yoo,Fevicol Se,Mamta Sharma,"Mamta Sharma, Wajid",Dabangg 2
Yoo,Munni Badnaam,Mamta Sharma,"Mamta Sharma, Aishwarya",Dabangg
Yoo,O Saki Saki,Vishal-Shekhar,"Vishal-Shekhar, Neha Kakkar, Tulsi Kumar, B Praak","O Saki Saki (From ""Batla House"")"
Yoo,Beedi,Sunidhi Chauhan,"Sunidhi Chauhan, Sukhwinder Singh, Nachiketa Chakravorty, Clinton Cerejo",Hits of Saif
Yoo,Naagin,Vayu,"Vayu, Aastha Gill, AKASA, Puri",Naagin
Yoo,Aao Kabhi Haveli Pe,Badshah,"Badshah, Nikhita Gandhi, Sachin-Jigar",Stree
Yoo,Billo Rani,Pritam,"Pritam, Anand Raj Anand, Richa Sharma",Dhan Dhana Dhan Goal
Yoo,Oo Bolega Ya Oo Oo Bolega,Kanika Kapoor,"Kanika Kapoor, Devi Sri Prasad","Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")"
Yoo,Bom Diggy Diggy,Zack Knight,"Zack Knight, Jasmin Walia, Kumaar",Sonu Ke Titu Ki Sweety
Yoo,Desi Girl,Vishal-Shekhar,"Vishal-Shekhar, Shankar Mahadevan, Sunidhi Chauhan, Vishal Dadlani",Dostana (Original Motion Picture Soundtrack)
Yoo,Garmi,Badshah,"Badshah, Neha Kakkar, Varun Dhawan",Street Dancer 3D
Yoo,Kusu Kusu,Tanishk Bagchi,"Tanishk Bagchi, Zahrah S Khan, Dev Negi",Satyameva Jayate 2
Yoo,Dance Basanti,Sachin-Jigar,"Sachin-Jigar, Vishal Dadlani, Anushka Manchanda",Ungli (Original Motion Picture Soundtrack)
Yoo,Naach Meri Rani,Guru Randhawa,"Guru Randhawa, Tanishk Bagchi, Nikhita Gandhi",Naach Meri Rani (Feat. Nora Fatehi)
Yoo,Garmi,Badshah,"Badshah, Neha Kakkar, Varun Dhawan","Garmi (From ""Street Dancer 3D"")"
Yoo,Ooh La La,Vishal-Shekhar,"Vishal-Shekhar, Bappi Lahiri, Shreya Ghoshal",The Dirty Picture
Yoo,Sunny Sunny,Yo Yo Honey Singh,"Yo Yo Honey Singh, Neha Kakkar",Yaariyan
Yoo,Tere Naal Nachna,Badshah,"Badshah, Sunanda Sharma",Nawabzaade
Yoo,Dilbar,Neha Kakkar,"Neha Kakkar, Dhvani Bhanushali, Ikka, Tanishk Bagchi","Dilbar (From ""Satyameva Jayate"")"
Yoo,Tip Tip,Udit Narayan,"Udit Narayan, Alka Yagnik","Tip Tip (From ""Sooryavanshi"")"
Yoo,Jooma Chumma De De,Kavita Krishnamurthy,"Kavita Krishnamurthy, Sudesh Bhosle, DJ Harshit Shah, AjaxxCadel",Jhankar Beats - Amitabh Bachchan
Yoo,Aankh Marey,Neha Kakkar,"Neha Kakkar, Mika Singh, Kumar Sanu",Simmba
Yoo,Chaar Botal Vodka,Yo Yo Honey Singh,Yo Yo Honey Singh,Yo Yo Honey Singh Is Back
Yoo,Party All Night,Yo Yo Honey Singh,"Yo Yo Honey Singh, Sahil Kaushal",Boss
Yoo,Daru Badnaam,Param Singh,"Param Singh, Kamal Kahlon, Pratik Studio",Daru Badnaam
Yoo,Daaru Party,Millind Gaba,Millind Gaba,Daaru Party
Yoo,One Bottle Down,Yo Yo Honey Singh,Yo Yo Honey Singh,One Bottle Down
All Out 90s Hindi,Ruk Ja O Dil Deewane,Udit Narayan,Udit Narayan,Dilwale Dulhania Le Jayenge
All Out 90s Hindi,Pehla Pehla Pyar,S. P. Balasubrahmanyam,S. P. Balasubrahmanyam,Hum Aapke Hain Koun
All Out 90s Hindi,Dil To Pagal Hai,Uttam Singh,"Uttam Singh, Lata Mangeshkar, Udit Narayan, Anand Bakshi",Dil To Pagal Hai
All Out 90s Hindi,Yeh Dil Deewana,Sonu Nigam,"Sonu Nigam, Hema Sardesai, Shankar Mahadevan",Pardes (Original Motion Picture Soundtrack)
All Out 90s Hindi,Humko Sirf Tumse,Kumar Sanu,"Kumar Sanu, Alka Yagnik",Barsaat (Original Motion Picture Soundtrack)
All Out 90s Hindi,Pehla Nasha,Udit Narayan,"Udit Narayan, Sadhana Sargam",Jo Jeeta Wohi Sikandar
All Out 90s Hindi,O O Jaane Jaana,Kamaal Khan,Kamaal Khan,Pyaar Kiya To Darna Kya
All Out 90s Hindi,Woh Ladki Jo,Abhijeet,Abhijeet,Baadshah (Original Motion Picture Soundtrack)
All Out 90s Hindi,Yeh Haseen Vadiyan Yeh Khula Aasman,A.R. Rahman,"A.R. Rahman, S. P. Balasubrahmanyam, K. S. Chithra",Roja (Original Motion Picture Soundtrack)
All Out 90s Hindi,Ramta Jogi,Sukhwinder Singh,"Sukhwinder Singh, Alka Yagnik",Taal (Original Motion Picture Soundtrack)
All Out 90s Hindi,Kehna Hi Kya,K. S. Chithra,K. S. Chithra,Bombay (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chura Ke Dil Mera,Kumar Sanu,"Kumar Sanu, Alka Yagnik",Main Khiladi Tu Anari (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chunnari Chunnari,Abhijeet,"Abhijeet, Anuradha Sriram",Biwi No. 1 (Original Motion Picture Soundtrack)
All Out 90s Hindi,Mere Khwabon Mein,Lata Mangeshkar,Lata Mangeshkar,Dilwale Dulhania Le Jayenge
All Out 90s Hindi,Hai Rama,Hariharan,"Hariharan, Swarnalatha",Rangeela (Original Motion Picture Soundtrack)
All Out 90s Hindi,Koi Mil Gaya,Jatin-Lalit,"Jatin-Lalit, Kavita Krishnamurthy, Udit Narayan, Alka Yagnik",Kuch Kuch Hota Hai (Original Motion Picture Soundtrack)
All Out 90s Hindi,Sandese Aate Hai,Sonu Nigam,"Sonu Nigam, Roop Kumar Rathod",Border (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chaand Taare,Abhijeet,"Abhijeet, Jatin-Lalit",Yes Boss (Original Motion Picture Soundtrack)
All Out 90s Hindi,Jaadu Teri Nazar,Udit Narayan,Udit Narayan,Darr
All Out 90s Hindi,Dooba Dooba,Silk Route,Silk Route,Boondein
All Out 90s Hindi,Do Dil Mil Rahe Hai,Kumar Sanu,Kumar Sanu,Pardes (Original Motion Picture Soundtrack)
All Out 90s Hindi,Ishq Bina,Anuradha Sriram,"Anuradha Sriram, Sujatha, A.R. Rahman, Sonu Nigam",Taal (Original Motion Picture Soundtrack)
All Out 90s Hindi,Ladki Badi Anjani Hai,Jatin-Lalit,"Jatin-Lalit, Kumar Sanu, Alka Yagnik",Kuch Kuch Hota Hai (Original Motion Picture Soundtrack)
All Out 90s Hindi,Mere Mehboob Mere Sanam,Udit Narayan,"Udit Narayan, Alka Yagnik",Duplicate
All Out 90s Hindi,Taal Se Taal,Alka Yagnik,"Alka Yagnik, Udit Narayan",Taal (Original Motion Picture Soundtrack)
All Out 90s Hindi,Aankhon Ki Gustakhiyan,Kumar Sanu,"Kumar Sanu, Kavita Krishnamurthy",Hum Dil De Chuke Sanam
All Out 90s Hindi,Taal Se Taal,Sukhwinder Singh,Sukhwinder Singh,Taal (Original Motion Picture Soundtrack)
All Out 90s Hindi,Saathiya Tune Kya Kiya,S. P. Balasubrahmanyam,"S. P. Balasubrahmanyam, K. S. Chithra",Love (Original Motion Picture Soundtrack)
All Out 90s Hindi,Too Cheez Badi Hain,Udit Narayan,"Udit Narayan, Kavita Krishnamurthy",Mohra (Original Motion Picture Soundtrack)
All Out 90s Hindi,Tip Tip Barsa Paani,Alka Yagnik,"Alka Yagnik, Udit Narayan",Mohra (Original Motion Picture Soundtrack)
All Out 90s Hindi,Kahin Aag Lage Lag Jaaye,Asha Bhosle,"Asha Bhosle, Richa Sharma, Aditya Narayan",Taal (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chaiyya Chaiyya,Sukhwinder Singh,"Sukhwinder Singh, Sapna Awasthi",Dil Se (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chhoti Si Aasha,Minmini,"Minmini, A.R. Rahman",Roja (Original Motion Picture Soundtrack)
All Out 90s Hindi,Yaaron,KK,KK,Pal
All Out 90s Hindi,Gali Mein Chand,Alka Yagnik,Alka Yagnik,Zakhm
All Out 90s Hindi,Saat Samundar Paar Happy,Sadhana Sargam,Sadhana Sargam,Vishwatma
All Out 90s Hindi,Sona Kitna Sona Hai,Anand-Milind,"Anand-Milind, Udit Narayan, Poornima, Sameer Anjaan",Hero No. 1 (Original Motion Picture Soundtrack)
All Out 90s Hindi,Kuch Kuch Hota Hai,Jatin-Lalit,"Jatin-Lalit, Udit Narayan, Alka Yagnik",Kuch Kuch Hota Hai (Original Motion Picture Soundtrack)
All Out 90s Hindi,Tujhe Dekha To,Lata Mangeshkar,"Lata Mangeshkar, Kumar Sanu",Dilwale Dulhania Le Jayenge
All Out 90s Hindi,Neend Churayee Meri,Kumar Sanu,"Kumar Sanu, Udit Narayan, Alka Yagnik, Kavita Krishnamurthy",Ishq (Original Motion Picture Soundtrack)
All Out 90s Hindi,Piya Basanti,Ustad Sultan Khan,"Ustad Sultan Khan, K. S. Chithra",Piya Basanti
All Out 90s Hindi,Zara Sa Jhoom Loon Main,Asha Bhosle,"Asha Bhosle, Abhijeet",Dilwale Dulhania Le Jayenge
All Out 90s Hindi,Banke Tera Jogi,Jatin-Lalit,"Jatin-Lalit, Alka Yagnik, Sonu Nigam",Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack)
All Out 90s Hindi,Mhare Hiwra Main Nache Mor,Hari Haran,"Hari Haran, Anuradha Paudwal, Kumar Sanu, Udit Narayan, Kavita Krishnamurthy, Alka Yagnik",Hum Saath - Saath Hain (Original Motion Picture Soundtrack)
All Out 90s Hindi,Suniye To,Abhijeet,Abhijeet,Yes Boss (Original Motion Picture Soundtrack)
All Out 90s Hindi,Jooma Chumma De De,Sudesh Bhosle,"Sudesh Bhosle, Kavita Krishnamurthy, Laxmikant–Pyarelal",Hum
All Out 90s Hindi,Sapne Mein,Asha Bhosle,"Asha Bhosle, Suresh Wadkar",Satya (Original Motion Picture Soundtrack)
All Out 90s Hindi,Saajanji Ghar Aaye,Jatin-Lalit,"Jatin-Lalit, Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy",Kuch Kuch Hota Hai (Original Motion Picture Soundtrack)
All Out 90s Hindi,Le Gayi,Uttam Singh,"Uttam Singh, Asha Bhosle, Anand Bakshi",Dil To Pagal Hai
All Out 90s Hindi,Aati Kya Khandala,Aamir Khan,"Aamir Khan, Alka Yagnik",Ghulam (Original Motion Picture Soundtrack)
All Out 90s Hindi,Akhiyaan Milaoon Kabhi,Alka Yagnik,"Alka Yagnik, Udit Narayan",Raja (Original Motion Picture Soundtrack)
All Out 90s Hindi,Jhanjharia,Abhijeet,Abhijeet,Krishna (Original Motion Picture Soundtrack)
All Out 90s Hindi,Hamen Jab Se Mohabbat,Sonu Nigam,"Sonu Nigam, Alka Yagnik",Border (Original Motion Picture Soundtrack)
All Out 90s Hindi,Hum Dil De Chuke Sanam,Kavita Krishnamurthy,"Kavita Krishnamurthy, Mohammad Salamat, Dominique",Hum Dil De Chuke Sanam
All Out 90s Hindi,Muqabala Muqabala,Mano,"Mano, Swarnalatha",Humse Hai Muqabala (Original Motion Picture Soundtrack)
All Out 90s Hindi,Husn Hai Suhana,Anand-Milind,"Anand-Milind, Chandana Dixit, Abhijeet, Sameer Anjaan",Coolie No.1 (Original Motion Picture Soundtrack)
All Out 90s Hindi,Yeh Raat Aur Yeh Doorie,Asha Bhosle,"Asha Bhosle, S. P. Balasubrahmanyam",Andaz Apna Apna (Original Motion Picture Soundtrack)
All Out 90s Hindi,Meri Duniya Hai,Sonu Nigam,"Sonu Nigam, Kavita Krishnamurthy",Vaastav: The Reality
All Out 90s Hindi,Mujhko Peena Hain,Mohammed Aziz,Mohammed Aziz,Phool Aur Angaar
All Out 90s Hindi,Kisi Disco Mein Jaaye,Alka Yagnik,"Alka Yagnik, Udit Narayan",Bade Miyan Chote Miyan (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chappa Chappa,Vishal Bhardwaj,"Vishal Bhardwaj, Hariharan, Suresh Wadkar",Maachis (Original Motion Picture Soundtrack)
All Out 90s Hindi,To Chalun,Roop Kumar Rathod,Roop Kumar Rathod,Border (Original Motion Picture Soundtrack)
All Out 90s Hindi,Rangeela Re,Asha Bhosle,"Asha Bhosle, Aditya Narayan",Rangeela (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chithi Na Koi Sandesh,Jagjit Singh,Jagjit Singh,Dushman
All Out 90s Hindi,Mausam Ka Jaadu,Lata Mangeshkar,"Lata Mangeshkar, S. P. Balasubrahmanyam",Hum Aapke Hain Koun
All Out 90s Hindi,Chhod Aaye Hum,Vishal Bhardwaj,"Vishal Bhardwaj, Hariharan, Suresh Wadkar, Vinod Sehgal, KK",Maachis (Original Motion Picture Soundtrack)
All Out 90s Hindi,Aaj Main Upar,Kavita Krishnamurthy,"Kavita Krishnamurthy, Kumar Sanu",Khamoshi- The Musical (Original Motion Picture Soundtrack)
All Out 90s Hindi,Ek Duje Ke Vaaste,Uttam Singh,"Uttam Singh, Lata Mangeshkar, Hariharan, Anand Bakshi",Dil To Pagal Hai
All Out 90s Hindi,Made in India,Alisha Chinai,Alisha Chinai,Made in India
All Out 90s Hindi,Maye Ni Maye,Lata Mangeshkar,Lata Mangeshkar,Hum Aapke Hain Koun
All Out 90s Hindi,Main Duniya Bhula Doonga,Anuradha Paudwal,"Anuradha Paudwal, Kumar Sanu, Super Cassettes Industries Private Limited, Sameer Anjaan",Aashiqui
All Out 90s Hindi,Mera Piya Ghar Aaya,Kavita Krishnamurthy,Kavita Krishnamurthy,Yaraana (Original Motion Picture Soundtrack)
All Out 90s Hindi,Na Kajare Ki Dhar,Pankaj Udhas,"Pankaj Udhas, Sadhana Sargam",Mohra (Original Motion Picture Soundtrack)
All Out 90s Hindi,Chhupana Bhi Nahin Aata,Vinod Rathod,Vinod Rathod,Baazigar (Original Motion Picture Soundtrack)
All Out 90s Hindi,Tu Mere Samne,Lata Mangeshkar,"Lata Mangeshkar, Udit Narayan",Darr
All Out 90s Hindi,Tumse Milne Ki Tamanna Hai,S. P. Balasubrahmanyam,S. P. Balasubrahmanyam,Saajan (Original Motion Picture Soundtrack)
All Out 90s Hindi,Mujhe Neend Na Aaye,Anuradha Paudwal,"Anuradha Paudwal, Udit Narayan",Dil
All Out 90s Hindi,What Is Mobile Number,Anu Malik,"Anu Malik, Sonu Nigam, Alka Yagnik, Sameer Anjaan, Suraj Ujjaini",Haseena Maan Jaayegi (Original Motion Picture Soundtrack)
All Out 90s Hindi,Koi Na Koi Chahiye,Vinod Rathod,Vinod Rathod,Deewana (Original Motion Picture Soundtrack)
All Out 90s Hindi,Sexy Sexy Mujhe Log Bole,Alisha Chinai,"Alisha Chinai, Anu Malik",Khuddar (Original Motion Picture Soundtrack)
All Out 90s Hindi,Uljhi Hai Yeh Kis Jaal Mein Tu,Anupama,Anupama,Sailaab
All Out 90s Hindi,Oonchi Hai Building,Poornima,"Poornima, Anu Malik",Judwaa (Original Motion Picture Soundtrack)
All Out 90s Hindi,Tu Meri Zindagi Hai,Anuradha Paudwal,"Anuradha Paudwal, Kumar Sanu, Super Cassettes Industries Private Limited, Sameer Anjaan",Aashiqui
All Out 90s Hindi,Sabki Baaratein Aayi,Jaspinder Narula,Jaspinder Narula,Jaanam Samjha Karo (Original Motion Picture Soundtrack)
All Out 90s Hindi,Hai Hai Mirchi,Sukhwinder Singh,"Sukhwinder Singh, Alka Yagnik",Biwi No. 1 (Original Motion Picture Soundtrack)
All Out 90s Hindi,Saanson Ki Mala,Kavita Krishnamurthy,Kavita Krishnamurthy,Koyla (Original Motion Picture Soundtrack)
All Out 90s Hindi,Na Milo Kahin Pyar,Sonu Nigam,"Sonu Nigam, Kavita Krishnamurthy",Badal
All Out 90s Hindi,Bahut Pyar Karte Hai,Anuradha Paudwal,Anuradha Paudwal,Saajan (Original Motion Picture Soundtrack)
All Out 90s Hindi,Shaam Hai Dhuan Dhuan,Ajay Devgan,"Ajay Devgan, Poornima, Anu Malik, Javed Akhtar",Diljale
All Out 90s Hindi,Ishq Aur Pyar Ka,Altaf Raja,Altaf Raja,Shapath
All Out 90s Hindi,Yeh Dil Sun Raha Hai,Kavita Krishnamurthy,Kavita Krishnamurthy,Khamoshi- The Musical (Original Motion Picture Soundtrack)
All Out 90s Hindi,Ek Doosre Se Karte Hain Pyar Hum,Sudesh Bhosle,"Sudesh Bhosle, Mohammed Aziz, Udit Narayan, Alka Yagnik, Sonali Vajpayee, Laxmikant–Pyarelal",Hum
All Out 90s Hindi,Nazar Ke Samne,Anuradha Paudwal,"Anuradha Paudwal, Kumar Sanu, Super Cassettes Industries Private Limited, Sameer Anjaan",Aashiqui
All Out 90s Hindi,Chaahat Na Hoti,Vinod Rathod,"Vinod Rathod, Alka Yagnik",Chaahat (Original Motion Picture Soundtrack)
All Out 90s Hindi,Mere Sanam,Sadhana Sargam,"Sadhana Sargam, Udit Narayan",Gupt (Original Motion Picture Soundtrack)
All Out 90s Hindi,Poster Lagwado Bazaar Mein,Lalit Sen,"Lalit Sen, Shweta Shetty",Aflatoon
All Out 90s Hindi,Hai Hukku Hai Hukku Hai Hai,Anand-Milind,"Anand-Milind, Kumar Sanu, Poornima, Sameer Anjaan",Gopi Kishan (Original Motion Picture Soundtrack)
All Out 90s Hindi,Dil Ne Dil Se Iqrar Kiya,Hariharan,"Hariharan, Alka Yagnik",Haqeeqat (Original Motion Picture Soundtrack)
All Out 90s Hindi,Sundara Sundara,Vinod Rathod,"Vinod Rathod, Sapna Mukherjee",Rakshak
All Out 90s Hindi,Bhangda Paale,Sadhana Sargam,"Sadhana Sargam, Mohammed Aziz, Sudesh Bhosle",Karan Arjun (Original Motion Picture Soundtrack)
Can i get you back?,Can I Get It Back,Jordana Bryant,"Jordana Bryant, R3HAB",Can I Get It Back (R3HAB Remix)
Can i get you back?,Love Me Now,Ofenbach,"Ofenbach, FAST BOY, LUM!X",Love Me Now (feat. FAST BOY) [Remixes]
Can i get you back?,Ghost Of You,Madism,"Madism, Lucas Estrada, Philip Strand",Ghost Of You
Can i get you back?,Just the Two of Us,Marc Benjamin,"Marc Benjamin, NEVRMIND",Just the Two of Us
Am I all good?,Chaar Kadam,Shaan,"Shaan, Shreya Ghoshal, Shantanu Moitra, Swanand Kirkire",Pk
Am I all good?,Chidiya,Vilen,Vilen,Chidiya
Am I all good?,Alag Aasmaan,Anuv Jain,Anuv Jain,Alag Aasmaan
Am I all good?,Baarishein,Anuv Jain,Anuv Jain,Baarishein
Am I all good?,Chaand Baaliyan,Aditya A,Aditya A,Chaand Baaliyan
Am I all good?,Ranjha,Jasleen Royal,"Jasleen Royal, B Praak, Romy","Ranjha (From ""Shershaah"")"
Am I all good?,Sang Rahiyo,Jasleen Royal,"Jasleen Royal, Ujjwal Kashyap, Neeraj Rajawat",Sang Rahiyo
Am I all good?,Atak Gaya,Amit Trivedi,"Amit Trivedi, Arijit Singh, Rupali Moghe",Badhaai Do (Original Motion Picture Soundtrack)
Am I all good?,O Maahi,Pritam,"Pritam, Arijit Singh, Irshad Kamil","O Maahi (From ""Dunki"")"
Am I all good?,Jaan Ban Gaye,Asees Kaur,"Asees Kaur, Mithoon, Vishal Mishra","Jaan Ban Gaye (From ""Khuda Haafiz"")"
Am I all good?,Jo Tu Na Mila,Asim Azhar,"Asim Azhar, Kunaal Vermaa",Jo Tu Na Mila
Am I all good?,Thodi Der,Farhan Saeed,"Farhan Saeed, Shreya Ghoshal, Kumaar",Half Girlfriend (Original Motion Picture Soundtrack)
Am I all good?,Chale Aana,Amaal Mallik,"Amaal Mallik, Armaan Malik, Kunaal Vermaa","Chale Aana (From ""De De Pyaar De"")"
Am I all good?,Lo Maan Liya,Arijit Singh,Arijit Singh,Bollywood Heartbreak Songs
Am I all good?,Ek Zindagi,Taniskaa Sanghvi,"Taniskaa Sanghvi, Sachin-Jigar","Ek Zindagi (From ""Angrezi Medium"")"
Am I all good?,Kya Kiya Hain Tune,Rashmi Virag,"Rashmi Virag, Palak Muchhal, Armaan Malik, Amaal Mallik",Broken But Beautiful Season 3
Am I all good?,Mere Liye,Akhil Sachdeva,Akhil Sachdeva,Broken But Beautiful Season 3
Am I all good?,Tere Naal,Akhil Sachdeva,Akhil Sachdeva,Broken But Beautiful Season 3
Am I all good?,Zindagi Aa Raha Hoon Main,Atif Aslam,"Atif Aslam, Amaal Mallik, Manoj Muntashir",Zindagi Aa Raha Hoon Main
Am I all good?,Jhoom,Ali Zafar,Ali Zafar,Jhoom
Am I all good?,Jhoom,Ali Zafar,Ali Zafar,Jhoom
Am I all good?,Kasoor,Prateek Kuhad,Prateek Kuhad,Kasoor
Am I all good?,Adhoore,Vishal-Shekhar,"Vishal-Shekhar, Vishal Dadlani, Alyssa Mendonsa",Break Ke Baad
Am I all good?,Tumse Milke Dil Ka,Sonu Nigam,"Sonu Nigam, Sabri Brothers",Main Hoon Na
Am I all good?,Laal Peeli Akhiyaan,Tanishk Bagchi,"Tanishk Bagchi, Romy, Neeraj Rajawat","Laal Peeli Akhiyaan (From ""Teri Baaton Mein Aisa Uljha Jiya"")"
Am I all good?,Teri Baaton Mein Aisa Uljha Jiya Title Song,Raghav,"Raghav, Tanishk Bagchi, Asees Kaur","Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")"
Am I all good?,Tum Se,Sachin-Jigar,"Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")"
Am I all good?,Dil Se Dil Tak,Akashdeep Sengupta,"Akashdeep Sengupta, Laqshay Kapoor, Kausar Munir, Suvarna Tiwari","Dil Se Dil Tak (From ""Bawaal"")"
Am I all good?,Tu hai kahan,AUR,AUR,Tu hai kahan
Am I all good?,Dil Haareya,Arijit Singh,"Arijit Singh, Vivian Richard, JUNO",Dil Haareya
Am I all good?,Saari Duniya Jalaa Denge,Jaani,"Jaani, B Praak",ANIMAL
Am I all good?,Aise Kyun,Anurag Saikia,"Anurag Saikia, Raghav Chaitanya, Raj Shekhar, Nikhita Gandhi",Mismatched: Season 1 (Music from the Netflix Original Series)
Am I all good?,Salaam,Sonu Nigam,"Sonu Nigam, Shreya Ghoshal, Kunal Ganjawala, Sadhana Sargam, Shankar Mahadevan",Salaam-E-Ishq
Am I all good?,Ok Jaanu Title Track,A.R. Rahman,"A.R. Rahman, Srinidhi Venkatesh",OK Jaanu (Original Motion Picture Soundtrack)
Am I all good?,Bakhuda Tumhi Ho,Atif Aslam,"Atif Aslam, Alka Yagnik, Pritam",Kismat Konnection (Original Motion Picture Soundtrack)
Am I all good?,Waareya,Palak Muchhal,"Palak Muchhal, Javed-Mohsin, Vibhor Parashar",Suraj Pe Mangal Bhari (Original Motion Picture Soundtrack)
Am I all good?,Waareya,Palak Muchhal,"Palak Muchhal, Javed-Mohsin",Suraj Pe Mangal Bhari (Original Motion Picture Soundtrack)
Am I all good?,Wishes,Hasan Raheem,"Hasan Raheem, Umair, Talwiinder","Maybe, It's Love"
Am I all good?,Jaan 'Nisaar,Amit Trivedi,"Amit Trivedi, Arijit Singh",Kedarnath (Original Motion Picture Soundtrack)
Am I all good?,Shiddat Title Track,Manan Bhardwaj,Manan Bhardwaj,"Shiddat Title Track (From ""Shiddat"")"
Am I all good?,Le Aaunga,Tanishk Bagchi,"Tanishk Bagchi, Arijit Singh","Le Aaunga (From ""Satyaprem Ki Katha"")"
Am I all good?,Tune Jo Na Kaha,Pritam,"Pritam, Mohit Chauhan, Sandeep Shrivastava",New York
Am I all good?,Veere,Payal Dev,"Payal Dev, Aditi Singh Sharma, Vishal Mishra, Nikita Ahuja, Dhvani Bhanushali, Sharvi Yadav, Iulia Vantur",Veere Di Wedding (Original Motion Picture Soundtrack)
Am I all good?,Tu hai kahan,AUR,AUR,Tu hai kahan
Am I all good?,Meherbani,Arko,"Arko, Jubin Nautiyal",The Shaukeens (Original Motion Picture Soundtrack)
Am I all good?,Tera Rastaa Chhodoon Na,Vishal-Shekhar,"Vishal-Shekhar, Amitabh Bhattacharya, Anusha Mani",Chennai Express
Am I all good?,Jaise Mera Tu,Sachin-Jigar,"Sachin-Jigar, Arijit Singh, Priya Saraiya",Happy Ending (Original Motion Picture Soundtrack)
Am I all good?,Bawara Mann,Jubin Nautiyal,"Jubin Nautiyal, Neeti Mohan",Jolly Ll.B 2
Am I all good?,Main Kaun Hoon,Amit Trivedi,"Amit Trivedi, Meghna Mishra",Secret Superstar (Original Motion Picture Soundtrack)
Am I all good?,Gilehriyaan,Pritam,"Pritam, Jonita Gandhi",Dangal (Original Motion Picture Soundtrack)
Am I all good?,Dariya,Arko,Arko,Baar Baar Dekho (Original Motion Picture Soundtrack)
Am I all good?,Aap Se Milkar,Amit Trivedi,"Amit Trivedi, Abhijeet Srivastava, Aakanksha Sharma",Andhadhun (Original Motion Picture Soundtrack)
Am I all good?,Saware,Pritam,"Pritam, Arijit Singh",Phantom
Am I all good?,Tere Hawaale,Pritam,"Pritam, Arijit Singh, Shilpa Rao","Tere Hawaale (From ""Laal Singh Chaddha"")"
Am I all good?,Kitni Haseen Hogi,Mithoon,"Mithoon, Arijit Singh, Sayeed Quadri","Kitni Haseen Hogi (From ""Hit - The First Case"")"
Am I all good?,Premika Ne Pyar Se,S. P. Balasubrahmanyam,"S. P. Balasubrahmanyam, Udit Narayan, S.P. Pallavi",Hum Se Hai Muqabala - Kadalan (Original Motion Picture Soundtrack)
Am I all good?,Sajdaa,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Shankar Mahadevan, Richa Sharma",My Name Is Khan (Original Motion Picture Soundtrack)
SARTHAK + Akshita,Mere Bina,Pritam,"Pritam, Nikhil D'Souza",Crook (Original Motion Picture Soundtrack)
SARTHAK + Akshita,Khat,Navjot Ahuja,Navjot Ahuja,Khat
SARTHAK + Akshita,Aasmani,Samad Khan,Samad Khan,Aasmani
SARTHAK + Akshita,Pehli Dafa,Atif Aslam,"Atif Aslam, Shiraz Uppal, Shakeel Sohail",Pehli Dafa
SARTHAK + Akshita,Ishq Bulaava,Vishal-Shekhar,"Vishal-Shekhar, Sanam Puri, Shipra Goyal",Hasee Toh Phasee (Original Motion Picture Soundtrack)
SARTHAK + Akshita,Faqeeran,Rashmeet Kaur,Rashmeet Kaur,MUSAFIR (Live)
SARTHAK + Akshita,Thodi Der,Farhan Saeed,"Farhan Saeed, Shreya Ghoshal, Kumaar",Best Of Shreya Ghoshal
SARTHAK + Akshita,Iktara,Amit Trivedi,"Amit Trivedi, Kavita Seth, Amitabh Bhattacharya",Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition]
SARTHAK + Akshita,Treat You Better,Shawn Mendes,Shawn Mendes,Illuminate
SARTHAK + Akshita,Payphone,Maroon 5,"Maroon 5, Wiz Khalifa",Overexposed Track By Track
SARTHAK + Akshita,Closer,The Chainsmokers,"The Chainsmokers, Halsey",Closer
SARTHAK + Akshita,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes
SARTHAK + Akshita,Attention,Charlie Puth,Charlie Puth,Voicenotes
SARTHAK + Akshita,Sparks,Coldplay,Coldplay,Parachutes
SARTHAK + Akshita,Sorry,Justin Bieber,Justin Bieber,Purpose (Deluxe)
SARTHAK + Akshita,That's What I Like,Bruno Mars,Bruno Mars,24K Magic
SARTHAK + Akshita,Hale Dil,Harshit Saxena,"Harshit Saxena, Sayeed Quadri",Murder 2
