Playlist Name,Song,Artist,Full Artist,Album
Punjabi💫,Yaari Hai,Tony Kakkar,Tony Kakkar,Yaari Hai
Punjabi💫,She Don't Know,Millind Gaba,Millind Gaba,Beats Da King - Millind Gaba
Punjabi💫,Titliaan,Afsana Khan,"Afsana Khan, Avvy Sra, Harrdy Sandhu, Sargun Mehta",Titliaan
Punjabi💫,No Competition,Jass Manak,"Jass Manak, DIVINE",No Competition
Punjabi💫,Sakhiyaan,Maninder Buttar,Maninder Buttar,Sakhiyaan
Punjabi💫,Kanta Bai,Tony Kakkar,Tony Kakkar,"Kanta Bai (From ""Sangeetkaar"")"
Punjabi💫,Saiyaan,Jass Manak,Jass Manak,Saiyaan
Punjabi💫,Care Ni Karda,Sweetaj Brar,"Sweetaj Brar, Yo Yo Honey Singh","Care Ni Karda (From ""Chhalaang"")"
Punjabi💫,Jee Karr Daa,Harrdy Sandhu,Harrdy Sandhu,Jee Karr Daa
Punjabi💫,Goa Beach,Tony Kakkar,"Tony Kakkar, Neha Kakkar",Goa Beach
Punjabi💫,Kehndi Haan Kehndi Naa,Sukriti Kakar,"Sukriti Kakar, Prakriti Kakar",Kehndi Haan Kehndi Naa
Punjabi💫,Na Ja Tu,Dhvani Bhanushali,"Dhvani Bhanushali, Shashwat Singh, Tanishk Bagchi",Na Ja Tu
Punjabi💫,Heel,Jass Manak,Jass Manak,No Competition
Punjabi💫,Wish,Diler Kharkiya,Diler Kharkiya,Wish
Punjabi💫,Hum Tum,Sukriti Kakar,"Sukriti Kakar, Prakriti Kakar",Hum Tum
Punjabi💫,Khatam Hue Waande,Emiway Bantai,Emiway Bantai,Khatam Hue Waande
Punjabi💫,Fallin for You,Shrey Singhal,Shrey Singhal,Fallin for You
Punjabi💫,Mera Bhai Tu,Naved Shaikh,"Naved Shaikh, Mr. Sohu",Mera Bhai Tu
Punjabi💫,Dilli Ki Ladki,Tanzeel Khan,Tanzeel Khan,Dilli Ki Ladki
Punjabi💫,Aaja Na Ferrari Mein,Armaan Malik,"Armaan Malik, Amaal Mallik",Aaja Na Ferrari Mein
Punjabi💫,Masakali 2.0,Tulsi Kumar,"Tulsi Kumar, Sachet Tandon, Mohit Chauhan, A.R. Rahman, Tanishk Bagchi",Masakali 2.0
Punjabi💫,Saara Din,Karan Singh Arora,Karan Singh Arora,Saara Din
Punjabi💫,Waareya,iSingKeys,iSingKeys,Waareya (Originally Performed by Vibhor Parasha) [Piano Instrumental Version]
Punjabi💫,Waareya,iSingKeys,iSingKeys,Waareya (Originally Performed by Vibhor Parasha) [Piano Instrumental Version]
Punjabi💫,Fly,Badshah,"Badshah, Uchana Amit, Shehnaaz Gill",Fly
Punjabi💫,La La La,Neha Kakkar,"Neha Kakkar, Arjun Kanungo",La La La
Punjabi💫,Careless,Shrey Singhal,Shrey Singhal,Careless
Punjabi💫,Dance Like,Harrdy Sandhu,"Harrdy Sandhu, Jaani",Dance Like
Punjabi💫,I Love You,Akull,Akull,Rain Dance With Akull
Punjabi💫,Mann Jaa Ve,Kay Vee Singh,"Kay Vee Singh, CHEETAH",Mann Jaa Ve
Punjabi💫,Nai Jaana,Tulsi Kumar,"Tulsi Kumar, Sachet Tandon",Enchantic Tulsi Kumar
Punjabi💫,Saara India,Aastha Gill,Aastha Gill,Saara India
Punjabi💫,Nazar Lag Jayegi,Millind Gaba,"Millind Gaba, Kamal Raja",Beats Da King - Millind Gaba
Punjabi💫,Main Teri Ho Gayi,Akanksha Bhandari,Akanksha Bhandari,Main Teri Ho Gayi
Punjabi💫,Waalian,Harnoor,"Harnoor, Gifty",Waalian
Punjabi💫,Kisi Aur Naal,Asees Kaur,"Asees Kaur, Goldie Sohel",Kisi Aur Naal
Punjabi💫,Junoon,Mitraz,Mitraz,Junoon
Punjabi💫,Chitta,Manan Bhardwaj,Manan Bhardwaj,Shiddat
Punjabi💫,Waareya,Palak Muchhal,"Palak Muchhal, Javed-Mohsin, Vibhor Parashar",Suraj Pe Mangal Bhari (Original Motion Picture Soundtrack)
Punjabi💫,Waareya,Palak Muchhal,"Palak Muchhal, Javed-Mohsin",Suraj Pe Mangal Bhari (Original Motion Picture Soundtrack)
Punjabi💫,Liggi,Ritviz,Ritviz,Dev
Punjabi💫,Obsessed,Riar Saab,"Riar Saab, Abhijay Sharma",Obsessed
Punjabi💫,Kinni Kinni,Diljit Dosanjh,"Diljit Dosanjh, thiarajxtt",Ghost
Punjabi💫,Admirin' You,Karan Aujla,"Karan Aujla, Ikky, Preston Pablo",Making Memories
Punjabi💫,Naina,Sona Mohapatra,"Sona Mohapatra, Armaan Malik",Khoobsurat
Punjabi💫,Lamberghini,The Doorbeen,"The Doorbeen, Ragini",Game Of Tones
Punjabi💫,For A Reason,Karan Aujla,"Karan Aujla, Ikky",P-POP CULTURE
Punjabi💫,That Girl,Amrinder Gill,"Amrinder Gill, Dr Zeus, Raj Ranjodh",That Girl
Punjabi💫,That Girl,Amrinder Gill,"Amrinder Gill, Raj Ranjodh, Dr Zeus",Judaa 3 Chapter 2
Punjabi💫,Ishqa Ve,Zeeshan Ali,"Zeeshan Ali, Yuvraj Tung, Sandeep Aulakh, Honey Dhillon",Ishqa Ve
Naachooooo💃💃💃💃,Gal Ban Gayi,Meet Bros.,"Meet Bros., Sukhbir, Neha Kakkar",Gal Ban Gayi
Naachooooo💃💃💃💃,Mungda,Jyotica Tangri,"Jyotica Tangri, Shaan, Subhro Ganguly, Gourov-Roshin, Laxmikant–Pyarelal",Total Dhamaal
Naachooooo💃💃💃💃,Nachange Saari Raat,Meet Bros.,"Meet Bros., Neeraj Shridhar, Tulsi Kumar",Mesmeric Vocalzz - Tulsi Kumar
Naachooooo💃💃💃💃,,,,
Naachooooo💃💃💃💃,Is Tarah Aashiqui Ka,Dev Negi,Dev Negi,Is Tarah Aashiqui Ka
Naachooooo💃💃💃💃,Kola Laka Vellari,Himesh Reshammiya,Himesh Reshammiya,Welcome (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Aafat,Tanishk Bagchi,"Tanishk Bagchi, Rashmi Virag, Zahrah S Khan","Aafat (From ""Liger"")"
Naachooooo💃💃💃💃,,,,
Naachooooo💃💃💃💃,Befikra,Meet Bros.,"Meet Bros., Aditi Singh Sharma, Natalie Ram, Thomson Andrews, Keshia Braganza, Gwen Dias, Ryan Dias, Kumaar",Befikra
Naachooooo💃💃💃💃,Tainu Leke,Sonu Nigam,"Sonu Nigam, Mahalakshmi Iyer",Salaam-E-Ishq
Naachooooo💃💃💃💃,Desi Girl,Vishal-Shekhar,"Vishal-Shekhar, Shankar Mahadevan, Sunidhi Chauhan, Vishal Dadlani",Dostana (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Subha Hone Na De,Pritam,"Pritam, Mika Singh, Shefali Alvares",Desi Boyz
Naachooooo💃💃💃💃,Fakeeran,Tanishk Bagchi,"Tanishk Bagchi, Zahrah S Khan",Fakeeran
Naachooooo💃💃💃💃,,,,
Naachooooo💃💃💃💃,,,,
Naachooooo💃💃💃💃,Tere Naal Nachna,Badshah,"Badshah, Sunanda Sharma","Tere Naal Nachna (From ""Nawabzaade"")"
Naachooooo💃💃💃💃,Buzz,Aastha Gill,"Aastha Gill, Badshah",Buzz (feat. Badshah)
Naachooooo💃💃💃💃,Lala Lori,Fazilpuria,"Fazilpuria, Jaani, Afsana Khan",Lala Lori
Naachooooo💃💃💃💃,Tu Mera Hero,Pritam,"Pritam, Mika Singh, Shefali Alvares",Desi Boyz
Naachooooo💃💃💃💃,Haaye Oye,QARAN,"QARAN, Ash King",Haaye Oye (feat. Ash King)
Naachooooo💃💃💃💃,,,,
Naachooooo💃💃💃💃,Bad Boy,Badshah,"Badshah, Neeti Mohan","Bad Boy (From ""Saaho"")"
Naachooooo💃💃💃💃,Fly,Badshah,"Badshah, Uchana Amit, Shehnaaz Gill",Fly
Naachooooo💃💃💃💃,Bad Boy X Bad Girl,Badshah,"Badshah, Nikhita Gandhi",Bad Boy X Bad Girl (feat. Nikhita Gandhi)
Naachooooo💃💃💃💃,Prada,The Doorbeen,"The Doorbeen, Shreya Sharma",Prada
Naachooooo💃💃💃💃,52 Gaj Ka Daman,Asees Kaur,"Asees Kaur, Renuka Panwar",52 Gaj Ka Daman (Hindi)
Naachooooo💃💃💃💃,Kyaa Baat Haii 2.0,Harrdy Sandhu,"Harrdy Sandhu, Tanishk Bagchi, Nikhita Gandhi, Jaani","Kyaa Baat Haii 2.0 (From ""Govinda Naam Mera"")"
Naachooooo💃💃💃💃,Liggi,Ritviz,Ritviz,Liggi
Naachooooo💃💃💃💃,Pappi Jhappi,Meet Bros.,"Meet Bros., Harry Arora, Kumaar","Pappi Jhappi (From ""Govinda Naam Mera"")"
Naachooooo💃💃💃💃,Pyaar Hota Kayi Baar Hai,Pritam,"Pritam, Arijit Singh, Amitabh Bhattacharya, Charan","Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")"
Naachooooo💃💃💃💃,Show Me The Thumka,Pritam,"Pritam, Amitabh Bhattacharya, Sunidhi Chauhan, Shashwat Singh","Show Me The Thumka (From ""Tu Jhoothi Main Makkaar"")"
Naachooooo💃💃💃💃,Uff Teri Adaa,Shankar Mahadevan,"Shankar Mahadevan, Alyssa Mendonsa",Karthik Calling Karthik
Naachooooo💃💃💃💃,Husn Parcham,Bhoomi Trivedi,"Bhoomi Trivedi, Raja Kumari, Ajay-Atul","Husn Parcham (From ""Zero"")"
Naachooooo💃💃💃💃,Husnn Hai Suhaana New,Chandana Dixit,"Chandana Dixit, Abhijeet, Tanishk Bagchi, Anand-Milind","Husn Hai Suhana (from ""Coolie No. 1"")"
Naachooooo💃💃💃💃,Mirchi Lagi Toh,Kumar Sanu,"Kumar Sanu, Alka Yagnik, Anand-Milind, Lijo George, Dj Chetas","Mirchi Lagi Toh (from ""Coolie No. 1"")"
Naachooooo💃💃💃💃,Kithe Reh Gaya,Neeti Mohan,"Neeti Mohan, Abhijit Vaghani",Kithe Reh Gaya
Naachooooo💃💃💃💃,Jalebi Baby,Tesher,Tesher,Jalebi Baby
Naachooooo💃💃💃💃,Afghan Jalebi,Pritam,"Pritam, Akhtar Chinnal",Phantom
Naachooooo💃💃💃💃,Radha,Vishal-Shekhar,"Vishal-Shekhar, Shreya Ghoshal, Udit Narayan, Vishal Dadlani, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Kamariya,Aastha Gill,"Aastha Gill, Sachin Sanghvi, Jigar Saraiya, Divya Kumar",Stree
Naachooooo💃💃💃💃,Ooh La La,Vishal-Shekhar,"Vishal-Shekhar, Bappi Lahiri, Shreya Ghoshal",The Dirty Picture
Naachooooo💃💃💃💃,Thug Le,Salim–Sulaiman,"Salim–Sulaiman, Vishal Dadlani, Shweta Pandit, Amitabh Bhattacharya",Ladies vs Ricky Bahl
Naachooooo💃💃💃💃,Kesariyo Rang,Lijo George-Dj Chetas,"Lijo George-Dj Chetas, Asees Kaur, Dev Negi",Kesariyo Rang
Naachooooo💃💃💃💃,La La La,Neha Kakkar,"Neha Kakkar, Arjun Kanungo",La La La
Naachooooo💃💃💃💃,Cham Cham,Meet Bros.,"Meet Bros., Monali Thakur",Baaghi
Naachooooo💃💃💃💃,Character Dheela 2.0,Pritam,"Pritam, Amitabh Bhattacharya, Neeraj Shridhar, Abhijit Vaghani, Ashish Pandit","Character Dheela 2.0 (From ""Shehzada"")"
Naachooooo💃💃💃💃,She Move It Like,Badshah,Badshah,ONE (Original Never Ends)
Naachooooo💃💃💃💃,Jhoome Jo Pathaan,Vishal-Shekhar,"Vishal-Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar",Pathaan
Naachooooo💃💃💃💃,Bebo,Alisha Chinai,"Alisha Chinai, Anvita Dutt Guptan, Anu Malik",Kambakkht Ishq (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Psycho Saiyaan,Sachet Tandon,"Sachet Tandon, Dhvani Bhanushali, Tanishk Bagchi","Psycho Saiyaan (From ""Saaho"")"
Naachooooo💃💃💃💃,Touch Me,Pritam,"Pritam, KK, Alisha Chinai, Sameer Anjaan",Dhoom:2
Naachooooo💃💃💃💃,Marjaani,Pritam,"Pritam, Sukhwinder Singh, Sunidhi Chauhan, Gulzar",Billu
Naachooooo💃💃💃💃,Mere Gully Mein,DIVINE,"DIVINE, Naezy",Mere Gully Mein (feat. Naezy)
Naachooooo💃💃💃💃,Kudi Chamkeeli,Yo Yo Honey Singh,Yo Yo Honey Singh,"Kudi Chamkeeli (From ""Selfiee"")"
Naachooooo💃💃💃💃,Main Khiladi,Tanishk Bagchi,"Tanishk Bagchi, Anu Malik, Abhijeet","Main Khiladi (From ""Selfiee"")"
Naachooooo💃💃💃💃,Ghar Nahi Jaana,Tanishk Bagchi,"Tanishk Bagchi, Armaan Malik, Zahrah S Khan, Salma Agha",Gumraah
Naachooooo💃💃💃💃,Raghupati Raghav,Neeraj Shridhar,"Neeraj Shridhar, Monali Thakur, Bob, Rajesh Roshan, Sameer Anjaan",Krrish 3
Naachooooo💃💃💃💃,Disco Disco,Sachin-Jigar,"Sachin-Jigar, Benny Dayal, Shirley Setia","Disco Disco (From ""A Gentleman"")"
Naachooooo💃💃💃💃,Saara India,Aastha Gill,Aastha Gill,Saara India
Naachooooo💃💃💃💃,Window Taley,Tanishk Bagchi,"Tanishk Bagchi, Dev Negi, Jyotica Tangri, Shabbir Ahmed","Window Taley (From ""Chatrapathi"")"
Naachooooo💃💃💃💃,Ghar Nahi Jaana,Tanishk Bagchi,"Tanishk Bagchi, Armaan Malik, Zahrah S Khan, Salma Agha","Ghar Nahi Jaana (From ""Gumraah"")"
Naachooooo💃💃💃💃,Aithey Aa,Vishal-Shekhar,"Vishal-Shekhar, AKASA, Neeti Mohan, Kamaal Khan",Bharat
Naachooooo💃💃💃💃,Ghar Nahi Jaana Remix,Armaan Malik,"Armaan Malik, Zahrah S Khan, Salma Agha, Dj Aqeel",Ghar Nahi Jaana Remix
Naachooooo💃💃💃💃,Bom Diggy Diggy,Zack Knight,"Zack Knight, Jasmin Walia","Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")"
Naachooooo💃💃💃💃,Mehendi,Dhvani Bhanushali,"Dhvani Bhanushali, Vishal Dadlani",Mehendi
Naachooooo💃💃💃💃,Ek Main Aur Ekk Tu,Benny Dayal,"Benny Dayal, Anushka Manchanda, Amit Trivedi",Ek Main Aur Ekk Tu
Naachooooo💃💃💃💃,Baby Tujhe Paap Lagega,Himesh Reshammiya,"Himesh Reshammiya, Sachin-Jigar, Amitabh Bhattacharya","Baby Tujhe Paap Lagega (From ""Zara Hatke Zara Bachke"")"
Naachooooo💃💃💃💃,Character Dheela 2.0,Pritam,"Pritam, Amitabh Bhattacharya, Neeraj Shridhar, Abhijit Vaghani, Ashish Pandit",Shehzada
Naachooooo💃💃💃💃,Issa Vibe,Badshah,"Badshah, Payal Dev","Issa Vibe (From ""Bloody Daddy"")"
Naachooooo💃💃💃💃,What Jhumka ?,Pritam,"Pritam, Arijit Singh, Jonita Gandhi, Ranveer Singh, Amitabh Bhattacharya, Madan Mohan","What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")"
Naachooooo💃💃💃💃,Bijli,Sachin-Jigar,"Sachin-Jigar, Mika Singh, Neha Kakkar","Bijli (From ""Govinda Naam Mera"")"
Naachooooo💃💃💃💃,Sun Sajni,Meet Bros.,"Meet Bros., Parampara Tandon, Piyush Mehroliyaa","Sun Sajni (From ""Satyaprem Ki Katha"")"
Naachooooo💃💃💃💃,Katiya Karun,Harshdeep Kaur,Harshdeep Kaur,Rockstar
Naachooooo💃💃💃💃,Chiggy Wiggy,Kylie Minogue,"Kylie Minogue, Sonu Nigam, Suzanne, A.R. Rahman, Abbas Tyrewala",Blue
Naachooooo💃💃💃💃,Aao Kabhi Haveli Pe,Badshah,"Badshah, Nikhita Gandhi, Sachin-Jigar",Stree
Naachooooo💃💃💃💃,Main Tera Boyfriend,Arijit Singh,"Arijit Singh, Neha Kakkar, Meet Bros.",Groove With Arijit Singh
Naachooooo💃💃💃💃,Chamma Chamma,Neha Kakkar,"Neha Kakkar, Romy, Arun, Ikka",Fraud Saiyaan (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Ye Jawaani Teri,Sachin-Jigar,"Sachin-Jigar, Nakash Aziz, Jonita Gandhi, Kausar Munir",Meri Pyaari Bindu
Naachooooo💃💃💃💃,Kyaa Baat Haii 2.0,Tanishk Bagchi,"Tanishk Bagchi, B Praak, Kimeraa, Harrdy Sandhu, Nikhita Gandhi",Govinda Naam Mera (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Kyaa Baat Haii 2.0,Harrdy Sandhu,"Harrdy Sandhu, Tanishk Bagchi, Nikhita Gandhi, Jaani",Govinda Naam Mera (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Chaleya,Anirudh Ravichander,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya (From ""Jawan"")"
Naachooooo💃💃💃💃,Party On My Mind,Pritam,"Pritam, KK, Shefali Alvares, Yo Yo Honey Singh, Prashant Ingole",Race 2 (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Abcd,Benny Dayal,"Benny Dayal, Shefali Alvares, Yo Yo Honey Singh",Yo Yo Honey Singh Is Back
Naachooooo💃💃💃💃,Manali Trance,Oriental Chillout,"Oriental Chillout, Chillout Habits, Lofi Frameworks",Hindi Dj Songs - Chill Mix 2023 (Indian Soft Vibes)
Naachooooo💃💃💃💃,Trippy Trippy,Neha Kakkar,"Neha Kakkar, Benny Dayal, Brijesh Shandilya, Badshah",Best Of Neha Kakkar 2017
Naachooooo💃💃💃💃,Tu Isaq Mera,Meet Bros.,"Meet Bros., Neha Kakkar, Earl Edgar, Kumaar",Hate Story 3
Naachooooo💃💃💃💃,Laung Da Lashkara,Mahalakshmi Iyer,"Mahalakshmi Iyer, Hard Kaur, Jassi",Patiala House
Naachooooo💃💃💃💃,Teri Bhabhi,Neha Kakkar,"Neha Kakkar, Dev Negi, Javed-Mohsin","Teri Bhabhi (From ""Coolie No. 1"")"
Naachooooo💃💃💃💃,What Jhumka ?,Pritam,"Pritam, Arijit Singh, Jonita Gandhi, Ranveer Singh, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani
Naachooooo💃💃💃💃,Abcd,Pritam,"Pritam, Benny Dayal, Shefali Alvares, Yo Yo Honey Singh, Amitabh Bhattacharya",Yaariyan
Naachooooo💃💃💃💃,Nannare,A.R. Rahman,"A.R. Rahman, Shreya Ghoshal, Uday Mazumdar",Finesse: Shreya Ghoshal
Naachooooo💃💃💃💃,Vele,Vishal-Shekhar,"Vishal-Shekhar, Vishal Dadlani, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Kukkad,Vishal-Shekhar,"Vishal-Shekhar, Shahid Mallya, Nisha Mascarenhas, Marianne D'Cruz Aiman",Student of the Year (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Laal Peeli Akhiyaan,Tanishk Bagchi,"Tanishk Bagchi, Romy, Neeraj Rajawat","Laal Peeli Akhiyaan (From ""Teri Baaton Mein Aisa Uljha Jiya"")"
Naachooooo💃💃💃💃,Veere,Payal Dev,"Payal Dev, Aditi Singh Sharma, Vishal Mishra, Nikita Ahuja, Dhvani Bhanushali, Sharvi Yadav, Iulia Vantur",Veere Di Wedding (Original Motion Picture Soundtrack)
Naachooooo💃💃💃💃,Naina,Diljit Dosanjh,"Diljit Dosanjh, Badshah, Raj Ranjodh","Naina (From ""Crew"")"
Naachooooo💃💃💃💃,Manwa Laage,Vishal-Shekhar,"Vishal-Shekhar, Shreya Ghoshal, Arijit Singh, Irshad Kamil",Happy New Year
Naachooooo💃💃💃💃,Dil Mera Muft Ka,Pritam,"Pritam, Nandini Srikar, Muazzam, Rizwan, Shadab Faridi, Altamash Faridi, Shabab Sabri",Agent Vinod
Naachooooo💃💃💃💃,Dhunki,Sohail Sen,"Sohail Sen, Neha Bhasin, Irshad Kamil",Mere Brother Ki Dulhan
Naachooooo💃💃💃💃,Piya More,Mika Singh,"Mika Singh, Neeti Mohan, Ankit Tiwari","Piya More (From ""Baadshaho"")"
Old is gold 💫✨,Kyo Kisi Ko,Udit Narayan,Udit Narayan,Tere Naam
Old is gold 💫✨,Do U Wanna Partner,Wajid,"Wajid, Shaan, Udit Narayan, Suzi Q, Clington, Sajid-Wajid, Sanjay Chhel",Partner
Old is gold 💫✨,Gale Lag Ja Na Ja,Javed Ali,"Javed Ali, Banjyotsna",Versatile Bollywood Actor - Akshay Kumar
Old is gold 💫✨,Haule Haule,Salim–Sulaiman,"Salim–Sulaiman, Sukhwinder Singh, Jaideep Sahni, Salim-Sulaiman, Sukhwinder Singh, Jaideep Sahni",Dreamy Hits
Old is gold 💫✨,Meri Zindagi Mein Ajnabee,Kumar Sanu,"Kumar Sanu, Sunidhi Chauhan",Ajnabee (Original Motion Picture Soundtrack)
Old is gold 💫✨,Hey Shona,Vishal-Shekhar,"Vishal-Shekhar, Shaan, Sunidhi Chauhan, Javed Akhtar",Ta Ra Rum Pum
Old is gold 💫✨,My Dil Goes Mmmm,Vishal-Shekhar,"Vishal-Shekhar, Shaan, Gayatri Iyer, Jaideep Sahni",Salaam Namaste
Old is gold 💫✨,Ladki Kyon,Jatin-Lalit,"Jatin-Lalit, Alka Yagnik, Shaan, Prasoon Joshi",Hum Tum
Old is gold 💫✨,Hum Tum,Jatin-Lalit,"Jatin-Lalit, Alka Yagnik, Babul Supriyo, Prasoon Joshi",Hum Tum
Old is gold 💫✨,Gore Gore,Jatin-Lalit,"Jatin-Lalit, Alka Yagnik, Prasoon Joshi",Hum Tum
Old is gold 💫✨,Achha Lagta Hai,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Mohit Chauhan, Shreya Ghoshal, Neuman Pinto",Achha Lagta Hai
Old is gold 💫✨,Ae Mere Humsafar,Vinod Rathod,"Vinod Rathod, Alka Yagnik",Baazigar (Original Motion Picture Soundtrack)
Old is gold 💫✨,Kal Ho Naa Ho,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack)
Old is gold 💫✨,Kahin Pyaar Na Ho Jaaye,Alka Yagnik,"Alka Yagnik, Kumar Sanu",Kahin Pyaar Na Ho Jaaye (Original Motion Picture Soundtrack)
Old is gold 💫✨,Savariya,Kamal Khan,"Kamal Khan, Alka Yagnik",Kahin Pyaar Na Ho Jaaye (Original Motion Picture Soundtrack)
Old is gold 💫✨,Pehla Nasha,Udit Narayan,"Udit Narayan, Sadhana Sargam",Jo Jeeta Wohi Sikandar
Old is gold 💫✨,Saathiya Tune Kya Kiya,S. P. Balasubrahmanyam,"S. P. Balasubrahmanyam, K. S. Chithra",Love (Original Motion Picture Soundtrack)
Old is gold 💫✨,Chand Chhupa Badal Mein,Udit Narayan,"Udit Narayan, Alka Yagnik",Hum Dil De Chuke Sanam
Old is gold 💫✨,Do Pal,Madan Mohan,"Madan Mohan, Lata Mangeshkar, Sonu Nigam, Javed Akhtar",Veer - Zaara
Old is gold 💫✨,Suno Na Suno Na,Abhijeet,Abhijeet,Chalte Chalte
Old is gold 💫✨,Ek Dilruba Hai,Udit Narayan,Udit Narayan,Bewafaa (Original Motion Picture Soundtrack)
Old is gold 💫✨,Tere Liye,Madan Mohan,"Madan Mohan, Lata Mangeshkar, Roop Kumar Rathod, Javed Akhtar",Veer - Zaara
Old is gold 💫✨,Hey Shona,Vishal-Shekhar,"Vishal-Shekhar, Shaan, Sunidhi Chauhan, Javed Akhtar",Ta Ra Rum Pum
Old is gold 💫✨,My Dil Goes Mmmm,Vishal-Shekhar,"Vishal-Shekhar, Shaan, Gayatri Iyer, Jaideep Sahni",Salaam Namaste
Old is gold 💫✨,Ladki Kyon,Jatin-Lalit,"Jatin-Lalit, Alka Yagnik, Shaan, Prasoon Joshi",Hum Tum
Old is gold 💫✨,Falak Tak,Vishal-Shekhar,"Vishal-Shekhar, Udit Narayan, Mahalakshmi Iyer, Kausar Munir",Tashan
Old is gold 💫✨,Falak Dekhun,Udit Narayan,Udit Narayan,My Best Collection - Udit Narayan
Old is gold 💫✨,Main Hoon Na,Sonu Nigam,"Sonu Nigam, Shreya Ghoshal",Main Hoon Na
Old is gold 💫✨,Raja KO Rani Se,Kumar Sanu,"Kumar Sanu, Alka Yagnik",Akele Hum Akele Tum (Original Motion Picture Soundtrack)
Old is gold 💫✨,Kisi Din Banoongi Main,Alka Yagnik,"Alka Yagnik, Udit Narayan",Raja (Original Motion Picture Soundtrack)
Old is gold 💫✨,Pehli Pehli Baar Mohabbat Ki Hai,Kumar Sanu,"Kumar Sanu, Alka Yagnik",Sirf Tum
Old is gold 💫✨,Pehli Pehli Baar Mohabbat Ki Hai,Kumar Sanu,"Kumar Sanu, Alka Yagnik",Sirf Tum
Old is gold 💫✨,Kuch Kuch Hota Hai,Jatin-Lalit,"Jatin-Lalit, Udit Narayan, Alka Yagnik",Kuch Kuch Hota Hai (Original Motion Picture Soundtrack)
Old is gold 💫✨,Humko Humise Chura Lo,Jatin-Lalit,"Jatin-Lalit, Lata Mangeshkar, Udit Narayan, Anand Bakshi",Mohabbatein
Old is gold 💫✨,Zinda Rehti Hain Mohabbatein,Jatin-Lalit,"Jatin-Lalit, Lata Mangeshkar, Udit Narayan, Anand Bakshi",Mohabbatein
Old is gold 💫✨,Chalte Chalte,Jatin-Lalit,"Jatin-Lalit, Udbhav, Manohar Shetty, Ishaan, Shweta Pandit, Sonali Bhatawdekar, Pritha Mazumdar, Anand Bakshi",Mohabbatein
Old is gold 💫✨,Kal Ho Naa Ho,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack)
Old is gold 💫✨,Maahi Ve,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Sadhana Sargam, Sujata Bhattacharya, Udit Narayan, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack)
Old is gold 💫✨,Kuch To Hua Hai,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Alka Yagnik, Shaan",Kal Ho Naa Ho (Original Motion Picture Soundtrack)
Old is gold 💫✨,Kasam Ki Kasam,Chithra,"Chithra, Shaan",Main Prem Ki Diwani Hoon (Original Motion Picture Soundtrack)
Old is gold 💫✨,Waada Raha Sanam,Abhijeet,Abhijeet,Sensational Duets (Abhijeet & Alka Yagnik)
Old is gold 💫✨,Dil Hai Ke Manta Nahin,Anuradha Paudwal,"Anuradha Paudwal, Kumar Sanu",Dil Hai Ke Manta Nahin
Old is gold 💫✨,Adayein Bhi Hain Mohabbat Bhi Hai,Anuradha Paudwal,"Anuradha Paudwal, Kumar Sanu",Dil Hai Ke Manta Nahin
Old is gold 💫✨,Hum To Deewane Huye,Abhijeet,"Abhijeet, Alka Yagnik",Hum To Deewane Huye
Old is gold 💫✨,Main Duniya Bhula Doonga,Anuradha Paudwal,"Anuradha Paudwal, Kumar Sanu, Super Cassettes Industries Private Limited, Sameer Anjaan",Aashiqui
Old is gold 💫✨,Sochenge Tumhe Pyar,Kumar Sanu,Kumar Sanu,"Bollywood Best Trio - Kumar Sanu, Nadeem - Shravan"
Old is gold 💫✨,Humko Deewana Kar Gaye,Sonu Nigam,"Sonu Nigam, Tulsi Kumar",Humko Deewana Kar Gaye
